EXP/Student,DIST
8.931156222,0.046021959
9.711729622,0.046386969
12.72029458,0.044268434
14.94482261,0.039522815
10.08433735,0.046426943
11.83706044,0.045454274
14.2974359,0.041132236
9.815245478,0.046406823
9.621343574,0.046364136
17.94460784,0.030503543
9.527741514,0.0463351
12.12103525,0.045121548
11.95390992,0.045323062
12.13678373,0.045101726
30.64814815,0.002638007
58.35483871,6.45641E-09
19.20930233,0.026367015
10.67379679,0.046312064
17.60894942,0.031591332
9.70938446,0.046386441
11.45192308,0.04582941
11.5497076,0.045742575
11.44230769,0.045837637
9.833876221,0.046409682
11.28643216,0.045963182
9.066396761,0.046112237
9.426740947,0.046297626
13.25736739,0.043338092
13.02488688,0.043759359
16.31305732,0.035653447
11.28126497,0.045967091
15.285529,0.038613135
8.236337828,0.04538333
13.44970414,0.042968854
13.38860972,0.043088137
22.97329377,0.015032609
9.587312415,0.046354214
10.33237822,0.046405172
12.00755668,0.045260144
10.51998995,0.046363044
9.956679665,0.046423073
10.26706882,0.046414654
10.1062833,0.046426576
18.13873518,0.029870791
10.67990654,0.046309734
9.607028168,0.046360051
16.29624277,0.035704113
12.36347673,0.044800679
15.91028142,0.036848294
10.26130856,0.046415362
12.87248322,0.044020253
13.19969278,0.043445188
49.3643617,1.33548E-06
10.36818182,0.046398837
11.90344828,0.045380709
12.11313869,0.045131434
9.161705551,0.046169096
10.96774194,0.04617362
10.42776204,0.046386512
10.09990109,0.046426714
11.47473074,0.045809672
13.22265625,0.043402749
10.07792208,0.046426993
10.08442057,0.046426942
18.3640118,0.029134299
11.05902539,0.046119728
10.31832298,0.046407439
10.60530014,0.046336594
14.47349177,0.040711047
10.03647276,0.046426692
11.39222615,0.045879582
9.317180617,0.046249785
13.10958904,0.043609098
11.1344364,0.046071332
16.55769231,0.034909264
11.3223301,0.045935579
13.20047733,0.043443742
45.5,9.43793E-06
10.61832061,0.046332157
12.83044983,0.044090042
12.76252723,0.044200813
11.03515625,0.046134317
13.38,0.043104798
10.76217462,0.046276089
12.62695313,0.044414448
11.45636624,0.04582559
10.8640034,0.046228609
9.488796248,0.046321405
8.847923323,0.045960826
13.32517824,0.043210022
16.20957932,0.03596421
10.90514839,0.046207597
11.73011121,0.045567317
11.25306945,0.045988132
15.75309598,0.037303139
16.18129219,0.036048722
12.57735204,0.044490099
10.85666105,0.046232248
9.346274264,0.046263218
16.05984848,0.036409331
10.25705329,0.046415871
11.00922095,0.04614977
10.04408638,0.046426829
10.73148841,0.046289132
11.53720238,0.045754002
12.56185567,0.044513456
12.65,0.044378838
11.56734694,0.045726298
11.98023715,0.045292395
11.47183099,0.045812199
10.02691511,0.04642647
10.19706499,0.046421842
10.14837398,0.046425025
11.3095723,0.045945479
19.31506849,0.026022069
13.29510309,0.043267109
9.168674699,0.046173033
9.375,0.046275964
9.656903766,0.04637373
9.246753247,0.046215091
9.703196347,0.046385032
11.78787879,0.045507099
12.89705882,0.043979014
26.32578397,0.007753951
29.42512077,0.003672109
11.58914729,0.045705924
20.68791946,0.02163402
11.24784854,0.045991975
21.01146789,0.020635773
9.35039818,0.046265079
21.71186441,0.018539539
10.29151806,0.046411418
9.387281796,0.046281257
12.77990068,0.044172716
11.91855817,0.045363604
10.43675565,0.046384458
15.08740602,0.039147029
10.59114697,0.046341297
11.23998773,0.045997729
28.2020901,0.005009077
10.50602651,0.046366939
10.83506281,0.046242759
10.16196545,0.046424287
9.697557953,0.046383727
13.0952381,0.043634819
0,0.023368315
45.60311284,8.98167E-06
17.72727273,0.031208951
46.55223881,5.65375E-06
13.34200196,0.043177891
9.29540122,0.046239385
11.43165468,0.045846687
10.9563591,0.04617998
14.11046512,0.0415652
23.34864021,0.014064709
8.832901554,0.045949342
13.65401502,0.042556713
12.04717899,0.0452126
10.51269163,0.046365095
10.47167695,0.046376002
10.58284682,0.046343997
12.75815217,0.044207863
10.49928264,0.046368777
11.78963893,0.045505233
11.10422849,0.046091139
35.14496088,0.000656902
11.94495413,0.045333402
57.74213836,9.61386E-09
210.5294118,3.0863E-120
21.98277983,0.017755393
46.63320463,5.43179E-06
17.5,0.031942205
16.78676471,0.034201371
34.9394987,0.000704175
11.06444906,0.046116364
10.43478261,0.046384913
14.40166205,0.040884439
20.23529412,0.023057137
13.34300218,0.043175976
17.78757764,0.031013588
10.1,0.046426712
8.144676979,0.045277638
14.49378882,0.04066167
10.49765258,0.046369217
13.16875,0.043501946
10.45679595,0.046379699
12.30479452,0.044881411
15.36466165,0.038396228
10.54881266,0.046354617
8.758573152,0.045890498
11.41609932,0.045859777
12.69512195,0.044308279
9.422389464,0.046295869
11.054137,0.046122745
10.81960784,0.046250102
10.84450172,0.046238201
11.69196505,0.045605995
11.32668391,0.045932177
10.5508026,0.046354016
12.12130178,0.045121214
11.43582617,0.045843151
9.30932868,0.04624607
12.06422018,0.045191871
11.8674318,0.045420941
10.19973501,0.046421624
0,0.023368315
9.981814246,0.046424645
11.29355609,0.045957767
17.13157895,0.03311837
10.59813084,0.046338992
9.572815534,0.046349767
13.421875,0.043023417
9.725806452,0.046390064
10.11612206,0.046426313
10.49494949,0.046369943
11.68008048,0.045617868
12.12599319,0.045115323
22.67515924,0.015827115
11.39117199,0.045880449
11.13351064,0.046071948
11.8516624,0.045438316
11.84313725,0.045447648
9.978185993,0.046424442
17.42944785,0.032168736
9.731147541,0.046391205
12.3,0.044887921
11.98793103,0.045283356
9.739316239,0.046392917
10.84156729,0.046239624
9.5,0.046325442
14.72222222,0.040094639
11.00707214,0.046151031
10.70138889,0.046301355
13.4375,0.042992829
12.13181242,0.045107999
11.10126582,0.046093051
15.36231884,0.038402679
12.42226862,0.044717849
9.124338624,0.046147472
10.32422895,0.046406501
9.861845973,0.046413565
13.41329305,0.043040166
18.4375,0.028893699
14.53884026,0.040551478
12.37805841,0.044780316
8.635496183,0.045785692
43.38241309,2.52924E-05
10.71143847,0.046297337
35.39090909,0.000604015
14.55284553,0.040517056
23.03479789,0.014871507
11.81671761,0.045476297
12.01488177,0.045251423
9.397358552,0.04628553
13.27549272,0.043304087
14.44755245,0.040773907
12.76346604,0.044199299
11.17665063,0.046042715
8.810730253,0.045932141
12.4378615,0.044695556
23.56395996,0.013526206
11,0.046155164
37.25,0.000311884
13.10452518,0.043618186
10.11290323,0.046426406
122.0032051,6.60166E-39
11.50146199,0.045786139
16.01191728,0.036550638
16.72633552,0.03438908
9.96460177,0.046423611
27.25,0.006289813
23.23626374,0.014350639
12.10460251,0.045142079
10.92950463,0.046194665
10.23797139,0.046418016
10.18888889,0.046422481
10.45863349,0.04637925
19.22871046,0.026303675
10.03368624,0.046426633
10.60393258,0.046337054
9.213322208,0.046197546
10.12485277,0.046426029
13.06736842,0.043684463
10.39363242,0.046393844
9.951417004,0.046422693
9.697718631,0.046383765
10.08376289,0.046426949
21.81479482,0.018239751
8.90443179,0.046002792
10.79963735,0.04625937
9.325074754,0.046253482
9.845888044,0.04641141
10.19125395,0.0464223
10.17293729,0.046423606
0,0.023368315
11.14047619,0.046067305
12.15732759,0.045075653
10.19525666,0.046421987
17.31060606,0.032548995
11.78008299,0.045515341
10.80408389,0.046257328
9.135269216,0.046153887
15.38921516,0.038328512
13.52435897,0.042820604
16.66981132,0.034564044
10.03049759,0.04642656
11.03409091,0.04613496
8.390737806,0.045550203
14.09423077,0.041602078
16.60106383,0.034776016
9.831417625,0.046409318
10.61403509,0.046333629
12.32743363,0.044850496
18.528,0.028597258
10.91230068,0.046203838
29.00510204,0.004094639
20.08787346,0.023526472
9.162436548,0.04616951
8.716239316,0.045855483
17.14,0.033091688
8.901952085,0.046000991
7.792337165,0.044826137
12.13513782,0.045103804
10.60446419,0.046336875
9.338403856,0.046259636
19.64260563,0.024958206
11.33866381,0.045922759
10.72337701,0.046292481
9.894984257,0.04641753
12.13559037,0.045103233
12.68927361,0.044317487
8.917507932,0.046012225
9.819724284,0.04640753
13.73250905,0.042393054
12.41202514,0.04473242
28.47529988,0.004681649
10.58571199,0.04634307
11.42113955,0.045855552
12.17095833,0.04505822
9.752778531,0.046395646
12.86444759,0.044033668
0,0.023368315
9.927173913,0.04642072
9.858184765,0.046413085
9.378653113,0.046277548
26.46031746,0.00752672
11.48060345,0.045804539
12.68960573,0.044316964
18.44654088,0.028864091
27.69302326,0.005666181
12.29193548,0.044898842
13.68309859,0.042496414
12.928,0.043926636
17.99875423,0.030327275
10.50327008,0.046367694
10.81511111,0.04625221
11.15669255,0.046056381
21.56826923,0.018961468
10.04962312,0.046426905
9.324990799,0.046253443
16.60702341,0.034757678
9.995530013,0.046425335
20.21894737,0.02310905
14.83704842,0.039801979
10.72222222,0.046292955
11.49122807,0.045795199
11.25238033,0.04598864
11.66815969,0.045629693
10.36910616,0.046398663
11.78396573,0.04551124
13.58714044,0.042693834
10.1297575,0.046425849
11.94650424,0.045331615
10.97640343,0.046168728
11.51694915,0.045772308
10.43591316,0.046384652
11.62436805,0.045672404
9.738909887,0.046392833
10.86647516,0.046227376
11.21198055,0.046017924
9.75800292,0.046396675
0,0.023368315
13.03333333,0.043744543
10.53992395,0.046357271
11.99721448,0.045272404
9.702830189,0.046384948
20.83911672,0.021165392
9.675337669,0.046378391
11.61141304,0.04568482
11.01026393,0.046149156
11.9380531,0.045341337
10.44444444,0.046382662
12.14438503,0.045092107
17.71689189,0.031242549
12.14049587,0.045097033
14.5456317,0.040534796
10.76162791,0.046276326
12.14153132,0.045095722
25.71791045,0.008842215
10.07103825,0.046427018
13.72378773,0.042411381
18.53910615,0.02856087
8.775353017,0.045904075
12.24431818,0.04496257
12.13636364,0.045102256
9.399624765,0.046286482
13.72519084,0.042408435
11.85990338,0.045429254
10.58147038,0.04634444
10.21475626,0.046420316
10.80715397,0.046255911
10.31120332,0.04640854
13.0625,0.043693094
11.91796875,0.045364274
10.92125984,0.046199084
10.01843765,0.046426224
9.574700109,0.046350352
16.59133965,0.034805924
22.14634146,0.0172898
12.93793103,0.043909718
13.31707317,0.043225451
11.61513158,0.045681266
10.34745763,0.046402602
10.91182365,0.046204089
10.42058299,0.046388115
12.74625935,0.044226975
18.90766284,0.027353334
9.811111111,0.046406159
9.920542636,0.046420116
10.21647882,0.046420157
10.24169184,0.046417615
9.523361101,0.046333607
14.82816537,0.039824797
12.89108911,0.043989061
28.46554364,0.004693046
51.9601227,3.20532E-07
11.57414449,0.045719976
17.29002079,0.032614683
12.00842697,0.04525911
11.58959538,0.045705502
8.976774194,0.046053666
9.547911548,0.04634182
12.80335731,0.044134523
17.94371997,0.030506431
11.76143141,0.045534913
10.57325349,0.046347064
13.0155743,0.043775651
11.4628821,0.045819965
28.86956522,0.004238942
9.594893927,0.046356487
8.782433212,0.045909753
12.92432011,0.043932892
9.523685267,0.046333718
23.22020725,0.014391763
0,0.023368315
14.90434305,0.039628169
13.23269896,0.043384105
9.400155551,0.046286704
12.37305699,0.044787314
9.915254237,0.046419615
8.721966206,0.045860283
16.44855967,0.035242838
10.28698554,0.046412046
10.1637242,0.046424183
9.474069646,0.046315979
14.42182227,0.040835987
9.400881057,0.046287008
13.74280715,0.042371367
12.39432485,0.04475746
10.83768913,0.046241496
9.761044177,0.046397266
11.35797101,0.045907396
10.6452381,0.046322648
9.589378238,0.046354837
14.35714286,0.040990837
14.65648855,0.040259908
85.25,1.10743E-18
78.97994269,5.0269E-16
33.82689913,0.001015769
77.71381579,1.62095E-15
8.925571966,0.04601799
8.535904539,0.045694199
16.09749739,0.03629793
9.94459279,0.046422175
9.561615566,0.046346241
9.637351779,0.046368553
10.07042254,0.046427019
13.84801316,0.042146976
11.14003591,0.046067599
138,3.42998E-50
64.1796875,1.13741E-10
12.00175747,0.045267027
22.68421053,0.015802667
36.32278481,0.000436216
14.5755329,0.04046113
8.125995223,0.045255495
10.3609831,0.046400175
29.88709677,0.003248571
11.45853659,0.045823719
13.13937282,0.043555379
10.44791667,0.046381839
13.21428571,0.04341825
11.17471591,0.04604405
18.41860465,0.028955574
17.42105263,0.032195654
13.30555556,0.04324732
8.282142857,0.045434302
12.25157895,0.044952936
10.0931677,0.046426832
9.834254144,0.046409738
13,0.043802797
11.89677419,0.045388222
10.68074792,0.046309411
11.31528662,0.045941057
12.84935065,0.044058777
15.71182796,0.037421408
9.738960649,0.046392843
20.12903226,0.023395177
62.84864071,2.98081E-10
41.16666667,6.64829E-05
17.70305273,0.031287326
19.80250784,0.024441841
14.95214521,0.039503694
8.433333333,0.045593757
10.24528302,0.046417221
13.86956522,0.042100377
9.783656365,0.046401477
16.21680498,0.035942592
10.96544276,0.046174911
31.18005952,0.002270177
14.2672522,0.041203145
11.26353791,0.045980376
10.92553191,0.046196799
9.543478261,0.046340365
19.19316047,0.026419709
15.48677249,0.038057569
16.82987848,0.034067045
13.92592593,0.041977509
14.71408776,0.040115181
8.80795756,0.045929969
10.92878338,0.046195053
12.82230727,0.044103452
11.74104826,0.045556068
11.58910891,0.04570596
17.99115044,0.030352039
17.15517241,0.033043588
39.31578947,0.000141638
18.67679558,0.028109681
50.48860399,7.27909E-07
30.48325096,0.002761567
13.93915435,0.041948462
12.33958356,0.044833785
9.083665339,0.046122955
9.937726911,0.046421624
10.33054393,0.046405475
9.570506912,0.046349046
10.48212084,0.046373325
15.13528481,0.039019235
0,0.023368315
15.55080214,0.037878129
53.79738562,1.10472E-07
11.0952381,0.046096925
19.38596491,0.025791189
11.01486698,0.046146441
17.16304348,0.033018622
12.90104167,0.0439723
11.7591425,0.045537301
11.25940337,0.045983447
8.673963134,0.045819433
9.807378807,0.046405551
9.593582888,0.046356097
12.68421053,0.044325443
10.01704545,0.04642618
10.87075503,0.046225233
10.2226792,0.046419569
10.82352941,0.046248252
13.07017544,0.043679481
9.089196463,0.046126349
10.82352941,0.046248252
11.11352254,0.046085105
15.97599302,0.036656158
10.54991302,0.046354285
29.94148936,0.003201424
0,0.023368315
11.19818457,0.046027696
133.6439394,5.71797E-47
11.15049166,0.046060577
18.64,0.028230262
10.66583748,0.046315065
77.43891403,2.08412E-15
44.29229229,1.66829E-05
12.25223881,0.044952059
12.21898969,0.044995943
18.88372093,0.027431736
13.47735192,0.042914269
17.13122172,0.033119502
11.46814965,0.0458154
9.485258067,0.046320114
9.884384384,0.046416337
13.0467033,0.043721014
10.85465116,0.046233238
10.40578358,0.046391318
9.407332886,0.046289696
14.73972603,0.04005035
17.1969112,0.032911099
11.78256974,0.045512715
0,0.023368315
12.81761006,0.044111172
9.533333333,0.046336988
10.18390805,0.046422849
16.79906542,0.03416308
10.80734536,0.046255822
10.74475524,0.046283564
13.33783784,0.043185857
13.6440281,0.042577327
15.42342342,0.038233849
18.5804541,0.02842539
17.06470588,0.033329886
21.33922261,0.019643088
9.513880685,0.046330334
23.82320442,0.012894387
12.75524476,0.044212542
7.965034965,0.045056337
10.84867591,0.046236168
17.01984127,0.033471411
13.95918367,0.041904329
10.01284363,0.046426038
9.836204221,0.046410024
16.55554196,0.034915861
12.45838159,0.044666011
9.539153439,0.046338933
8.950091382,0.046035275
8.910231023,0.046006988
13.11433757,0.043600564
11.41045499,0.045864491
9.010214505,0.046076098
17.59493671,0.031636528
7.83580786,0.044885679
9.963541667,0.046423541
13.62313433,0.042620298
8.454545455,0.045615044
12.90977444,0.04395755
11.981402,0.045291028
10.30578512,0.046409356
10.07069926,0.046427018
10.27532468,0.046413603
8.800920598,0.045924435
11.64147775,0.045655853
10.25204918,0.046416456
11.28904429,0.0459612
9.587939698,0.046354403
10.12988827,0.046425844
10.94450867,0.046186515
12.09589041,0.045152901
13.68867925,0.042484798
11.03623898,0.046133663
37.99264706,0.000236397
15.37826087,0.038358747
12.46623794,0.044654637
10.47760532,0.046374491
11.33157895,0.04592834
11.23723404,0.045999736
9.871552975,0.046414798
10.97376887,0.046170221
9.912233905,0.046419321
18.8975265,0.027386526
10.98891775,0.046161577
17.09541063,0.033232851
43.86605505,2.03018E-05
12.43501233,0.044699639
13.67090909,0.042521736
11.73111332,0.045566289
0,0.023368315
11.91339248,0.045369467
12.96899225,0.043856465
31.65384615,0.001979561
143.1456311,3.8508E-54
25.14946619,0.009952517
8.449601663,0.045610106
18.08498667,0.030046192
12.51912793,0.044577171
8.879682179,0.045984651
8.888455218,0.045991124
11.35078534,0.04591314
35.61318052,0.000559497
10.57672121,0.046345962
53.41666667,1.38276E-07
9.991752577,0.046425157
11.36969697,0.045897955
11.08379888,0.046104216
20.42146018,0.022468355
11.32008368,0.045937329
11.14555153,0.046063903
8.565050038,0.045721591
12.3988764,0.044751038
11.21186441,0.046018007
12.91698113,0.043945347
11.40667976,0.045867633
9.16852613,0.04617295
14.45948353,0.040745028
10.54020619,0.046357188
10.45471014,0.046380206
11.02319588,0.046141495
11.91943128,0.045362612
12.13744076,0.045100896
12.93222403,0.043919447
34.55876686,0.000799741
10.94736842,0.046184946
15.00724638,0.039359186
11.83760684,0.04545368
14.18238994,0.041400428
10.08678974,0.046426917
18.36686992,0.029124944
9.277106287,0.046230422
18.03976608,0.030193646
10.15489307,0.046424686
8.819646969,0.045939095
0,0.023368315
12.33333333,0.044842392
12.1398243,0.045097882
9.487364621,0.046320883
8.320020801,0.045475519
39.87210584,0.000113389
25.21189591,0.009826161
11.81717452,0.045475805
10.55030488,0.046354166
12.88257576,0.044003356
13.2108209,0.043424656
14.38787879,0.040917468
20.11322281,0.023445585
56.62251656,1.96407E-08
17.39147803,0.032290415
16.27480916,0.035768604
126.6478873,4.99221E-42
18.18855932,0.029708073
14.47435897,0.040708941
24.90420168,0.010459507
14.810901,0.039869059
7.428104575,0.04428579
9.984284051,0.046424778
10.01398467,0.046426077
10.86012526,0.046230535
29.91219512,0.003226746
11.77777778,0.045517771
10.98589065,0.046163316
11.728125,0.045569352
10.48967122,0.046371347
11.01098901,0.046148729
11.66023166,0.04563751
9.120689655,0.046145314
12.28087649,0.044913758
10.21233689,0.046420536
10.42985612,0.046386038
9.911159263,0.046419214
9.534482759,0.046337374
10.88264059,0.046219221
11.86909582,0.045419099
10.59345794,0.046340538
9.455491931,0.046308942
9.786267996,0.046401943
11.33326077,0.045927018
11.62884785,0.045668088
11.77895981,0.045516525
14.99410029,0.039393762
14.58625461,0.040434629
12.01697945,0.04524892
15.47272727,0.03809676
31.34166667,0.002167285
10.33969986,0.046403942
12.76206897,0.044201552
13.5,0.042869276
14.28880866,0.041152543
19.40372029,0.025733415
11.89674952,0.04538825
12.953125,0.043883732
10.37566702,0.046397411
11.43434343,0.045844409
10.89158345,0.04621464
10.22317073,0.046419521
12.02782609,0.045235936
12.11746032,0.045126028
11.62413793,0.045672626
7.605128205,0.044557589
22.94636472,0.01510345
25.70124648,0.008873483
9.407323802,0.046289692
10.36827913,0.046398818
9.907103825,0.046418808
8.583457052,0.045738629
10.27272727,0.046413938
9.30654102,0.046244742
14.6460739,0.040285938
10.95041171,0.04618327
11.17096378,0.046046634
14.25702811,0.041227077
8.650943396,0.045799349
52.20364742,2.79058E-07
14.31818182,0.041083275
13.11855104,0.043592982
13.62548263,0.042615479
20.28215768,0.022908499
12.67026056,0.044347293
11.30306913,0.045950487
8.823454021,0.045942049
11.72529596,0.045572247
12.80478433,0.04413219
9.541769649,0.046339801
10.61455918,0.046333449
11.26223092,0.045981348
11.12875517,0.0460751
13.1309162,0.043570678
9.024656214,0.046085573
12.71772967,0.04427251
9.884896661,0.046416396
11.02310036,0.046141552
10.37049379,0.0463984
10.41576837,0.046389172
9.311717352,0.046247204
0,0.023368315
17.23679417,0.032784274
20.48835203,0.022257938
11.86607143,0.045422446
8.569852941,0.045726056
11.41653905,0.045859409
0,0.023368315
30.18987342,0.002993154
10.02132196,0.046426313
10.71732523,0.046294954
54.92307692,5.62339E-08
13.71165644,0.042436815
12.54929577,0.04453229
9.949290061,0.046422535
8.920216741,0.046014166
9.802631579,0.046404764
0,0.023368315
8.868189807,0.045976101
12.40983607,0.044735527
9.754214729,0.046395931
8.747508086,0.045881451
12.7394636,0.044237861
11.47149321,0.045812493
13.60436137,0.042658729
0,0.023368315
15.14938791,0.038981441
11.17562073,0.046043426
20.62266254,0.021837383
14.16341711,0.041444111
13.94340249,0.041939117
0,0.023368315
13.74702317,0.042362474
12.32011134,0.044860527
11.44878049,0.045832105
13.616,0.042634923
11.80939597,0.045484164
9.005426357,0.046072928
9.502824859,0.046326447
8.757075472,0.045889277
11.01052632,0.046149002
9.57944664,0.046351817
11.89554419,0.045389604
17.56960227,0.031718191
9.321929101,0.046252014
8.750905797,0.045884236
10.50853242,0.046366249
16.06473829,0.036394883
10.64052288,0.046324346
10.55630414,0.046352341
33.2616179,0.001215759
156.0996441,8.96688E-65
8.598574822,0.045752469
12.11764706,0.045125794
12.55102041,0.044529709
9.815552295,0.046406872
15.73684211,0.037349779
10.77822159,0.046269034
8.731512011,0.04586824
10.85714286,0.04623201
11.78877005,0.045506154
10.62556664,0.046329641
9.89453125,0.04641748
16.54852145,0.034937391
8.612769486,0.045765339
10.71274298,0.04629681
30.82242991,0.002512413
9.331609433,0.046256513
0,0.023368315
9.033323758,0.046091198
9.566666667,0.046347841
0,0.023368315
12.26519824,0.044934784
9.862709832,0.046413678
11.3440353,0.045918508
34.71895425,0.000758228
12.06395094,0.0451922
9.089081038,0.046126278
15.71820449,0.037403166
43.33030303,2.58936E-05
10.99851234,0.046156029
11.38636468,0.045884392
8.075812274,0.04519501
8.838161838,0.045953379
13.06859206,0.043682292
9.109375,0.046138571
10.91775281,0.04620095
107.4852071,5.72803E-30
83.36036036,7.40303E-18
13.51288056,0.042843575
15.40657084,0.038280531
9.944477791,0.046422166
10.6705653,0.046313287
22.18823529,0.017171522
8.51372549,0.045673013
12.0531111,0.045205403
0,0.023368315
14.93069307,0.039559657
11.83414634,0.045457444
10.03157895,0.046426586
13.09803922,0.043629807
13.03372244,0.043743859
11.04098742,0.046130785
15.13523132,0.039019378
8.933333333,0.046023501
10.8791423,0.046221
11.19159771,0.04603232
10.15763547,0.046424535
13.09192585,0.04364074
14.32748948,0.04106125
10.7819043,0.046267393
10.99712809,0.046156833
10.53053714,0.04636002
11.28001257,0.045968036
14.83487654,0.039807561
10.61300854,0.04633398
9.154916512,0.046165231
9.167272727,0.046172244
10.53233831,0.046359497
11.84325804,0.045447517
49.8929385,1.00611E-06
10.61570827,0.046333055
9.862361937,0.046413632
12.28967495,0.044901897
14.37824675,0.040940503
14.76861436,0.039977
9.960456942,0.046423334
16.80669145,0.034139328
8.345062429,0.045502304
15.23945578,0.038738476
10.08649658,0.04642692
11.31473409,0.045941485
8.622983871,0.045774525
11.40821918,0.045866353
26.26766595,0.007853629
22.45286195,0.016433848
10.24407195,0.046417355
10.13100437,0.0464258
21.0682148,0.02046251
11.32864485,0.045930642
14.04513889,0.041712891
12.68951613,0.044317105
6.849025974,0.043279705
6.405306496,0.0423938
5.621794872,0.040608263
6.55,0.042693183
5.16557848,0.039452057
5.77170418,0.040970316
4.208929594,0.036795049
5.764932563,0.040954161
4.583864119,0.037870269
6.180957129,0.041910245
4.487243622,0.037597062
4.916020672,0.038787294
4.519729425,0.037689231
6.519181586,0.042630253
5.446210269,0.040172717
5.66779661,0.04072034
5.140749149,0.039386899
8.102941176,0.045227889
5.13559322,0.039373341
5.553956835,0.040441432
6.152173913,0.041846543
5.221487603,0.039597961
5.320490368,0.039853512
5.668256334,0.040721456
5.941822883,0.041369834
4.35359116,0.037214631
4.832177531,0.03855918
6.374717833,0.042329242
5.465517241,0.040221201
10.51968504,0.04636313
6.400839454,0.0423844
6.627627628,0.042849663
5.784888357,0.041001714
4.631621512,0.038004267
5.603773585,0.040564124
5.65080429,0.040679041
5.461538462,0.040211221
5.105410448,0.039293781
7.649253731,0.044622649
6.07606264,0.041676308
5.370477569,0.03998115
4.717622081,0.038243786
5.457466919,0.040201003
5.30507365,0.039813957
8.176056338,0.045314373
5.599255311,0.040553037
4.784382284,0.038428106
5.354080221,0.039939385
4.604770017,0.037929013
5.243469175,0.039655014
5.948481832,0.041385221
5.251943365,0.039676961
4.803933526,0.038481813
6.241836805,0.042043749
8.608044902,0.045761069
5.794800434,0.041025273
7.741452991,0.044755087
5.090332076,0.039253914
4.805228362,0.038485366
6.815327793,0.043215823
5.937883778,0.041360723
4.542548402,0.037753786
6.808862113,0.043203501
5.276974081,0.039741633
5.465877757,0.040222105
0,0.023368315
5.660539216,0.040702716
5.928571429,0.041339156
12.015625,0.045250537
4.869377163,0.038660678
6.378787879,0.042337858
7.295081967,0.044070332
4.742774566,0.038313398
9.228215768,0.046205448
6.148387097,0.041838134
7.147058824,0.043819464
5.36,0.039954475
5.474785918,0.040244426
4.563662897,0.037813379
4.357586513,0.037226137
7.266666667,0.044023076
6.214285714,0.04198354
5.318181818,0.039847594
5.47716895,0.040250391
5.508571429,0.040328798
6.4906639,0.042571617
3.661442006,0.035159142
4.412683824,0.037384351
5.464566929,0.040218818
4.985641585,0.038974919
4.872481317,0.038669127
4.340754203,0.037177632
5.42114094,0.040109547
5.4,0.040056089
6.110260337,0.041753116
5.043559428,0.039129739
4.871828521,0.038667351
4.405652759,0.037364209
5.437909516,0.040151828
5.072868821,0.039207641
5.232649842,0.039626955
6.976,0.043515246
15.73076923,0.037367185
5.792079208,0.041018809
5.759581882,0.040941382
5.488630622,0.040279054
5.060637205,0.039175167
5.92760181,0.041336908
6.502857143,0.042596736
5.19327006,0.039524465
7.538461538,0.04445725
6.636363636,0.04286709
6.159683984,0.0418632
5.66576087,0.040715399
4.958955224,0.038903196
5.631578947,0.040632172
5.502097315,0.040312664
5.235753053,0.039635007
5.74611399,0.040909165
4.393168118,0.03732841
8.293103448,0.045446316
4.778859527,0.038412912
6.024390244,0.041559271
5.320852163,0.039854439
5.79006772,0.041014029
5.801818182,0.041041927
